94121000000100 ,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census,2065,1,17 - Other ,5
186035008 ,New Zealand ethnic groups,524,1,17 - Other ,5
69865008 ,Fijian,464,1,17 - Other ,5
977871000000100 ,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census,135,1,17 - Other ,5
186039002 ,New Zealand Maori,70,1,17 - Other ,5
978401000000105 ,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census,56,1,17 - Other ,5
86275006 ,Samoan,45,1,17 - Other ,5
81560001 ,Tongan,28,1,17 - Other ,5
186040000 ,Cook Island Maori,18,1,17 - Other ,5
186042008 ,Tokelauan,4,1,17 - Other ,5
186041001 ,Niuean,1,1,17 - Other ,5
92531000000104 ,Ethnic category not stated - 2001 census,329148,1,18 - Unknown,6
92381000000106 ,Ethnic category - 2001 census,138718,1,18 - Unknown,6
372148003 ,Ethnic group,73444,1,18 - Unknown,6
397731000 ,Ethnic group finding,69220,1,18 - Unknown,6
763726001 ,Refusal by patient to provide information about ethnic group,68191,1,18 - Unknown,6
186034007 ,Ethnicity / related nationality data,36128,1,18 - Unknown,6
312861003 ,Ethnic group not recorded,34741,1,18 - Unknown,6
202171000000101 ,Patient ethnicity unknown,30993,1,18 - Unknown,6
976571000000100 ,Ethnic category - 2011 census England and Wales,7612,1,18 - Unknown,6
976551000000109 ,Ethnic category - 2011 census,4745,1,18 - Unknown,6
186007009 ,British ethnic minority unspecified (NMO),605,1,18 - Unknown,6
186006000 ,British ethnic minority specified (NMO),390,1,18 - Unknown,6
976611000000109 ,Ethnic category - 2011 census Scotland,95,1,18 - Unknown,6
976591000000101 ,Ethnic category - 2011 census Northern Ireland,36,1,18 - Unknown,6
92401000000106 ,Irish - ethnic category 2001 census,87115,1,2 - Irish,1
315237009 ,White Irish,32109,1,2 - Irish,1
494161000000100 ,White Irish - ethnic category 2001 census,22240,1,2 - Irish,1
976651000000108 ,White: Irish - England and Wales ethnic category 2011 census,1823,1,2 - Irish,1
94021000000104 ,Mixed Irish and other White - ethnic category 2001 census,1341,1,2 - Irish,1
92561000000109 ,Northern Irish - ethnic category 2001 census,856,1,2 - Irish,1
186014006 ,Irish (NMO),601,1,2 - Irish,1
977951000000104 ,White: Irish - Scotland ethnic category 2011 census,53,1,2 - Irish,1
93921000000101 ,Ulster Scots - ethnic category 2001 census,15,1,2 - Irish,1
88921000000107 ,Traveller - ethnic category 2001 census,28602,1,3 - Gypsy/Irish Traveller,1
88931000000109 ,Gypsy/Romany - ethnic category 2001 census,11571,1,3 - Gypsy/Irish Traveller,1
88911000000101 ,Irish Traveller - ethnic category 2001 census,703,1,3 - Gypsy/Irish Traveller,1
40182006 ,Gypsies,433,1,3 - Gypsy/Irish Traveller,1
315283003 ,Irish traveller,364,1,3 - Gypsy/Irish Traveller,1
976671000000104 ,White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census,189,1,3 - Gypsy/Irish Traveller,1
977971000000108 ,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census,25,1,3 - Gypsy/Irish Traveller,1
977371000000109 ,Irish Traveller - Northern Ireland ethnic category 2011 census,5,1,3 - Gypsy/Irish Traveller,1
718963003 ,Hungarian Roma,3189,1,4 - Roma,1
718961001 ,Slovak Roma,2286,1,4 - Roma,1
718960000 ,Romanian Roma,780,1,4 - Roma,1
718958002 ,Roma,556,1,4 - Roma,1
718964009 ,Polish Roma,377,1,4 - Roma,1
718959005 ,Czech Roma,100,1,4 - Roma,1
718962008 ,Bulgarian Roma,84,1,4 - Roma,1
92411000000108 ,Other White background - ethnic category 2001 census,1333353,1,5 - Other White,1
88941000000100 ,Polish - ethnic category 2001 census,201496,1,5 - Other White,1
94041000000106 ,Other White European or European unspecified or Mixed European - ethnic category 2001 census,143191,1,5 - Other White,1
88951000000102 ,Baltic States (Estonian or Latvian or Lithuanian) - ethnic category 2001 census,83011,1,5 - Other White,1
445343003 ,Romanian,76736,1,5 - Other White,1
94051000000109 ,Other White or White unspecified - ethnic category 2001 census,51583,1,5 - Other White,1
186017004 ,Other European (NMO),32159,1,5 - Other White,1
93961000000109 ,Italian - ethnic category 2001 census,30255,1,5 - Other White,1
401214002 ,Other white British ethnic group,18171,1,5 - Other White,1
89011000000107 ,Iranian - ethnic category 2001 census,16634,1,5 - Other White,1
110401000000103 ,Turkish - ethnic category 2001 census,13849,1,5 - Other White,1
976691000000100 ,White: any other White background - England and Wales ethnic category 2011 census,13620,1,5 - Other White,1
80208004 ,Portuguese,11262,1,5 - Other White,1
93931000000104 ,Greek - ethnic category 2001 census,10544,1,5 - Other White,1
29343004 ,Bulgarian,10520,1,5 - Other White,1
36329002 ,Slovak,9942,1,5 - Other White,1
94031000000102 ,Other mixed White - ethnic category 2001 census,9730,1,5 - Other White,1
88971000000106 ,Albanian - ethnic category 2001 census,8775,1,5 - Other White,1
88961000000104 ,Commonwealth of (Russian) Independent States - ethnic category 2001 census,6650,1,5 - Other White,1
286009 ,Czech,6529,1,5 - Other White,1
93941000000108 ,Greek Cypriot - ethnic category 2001 census,2340,1,5 - Other White,1
275595001 ,Iranian (NMO),2190,1,5 - Other White,1
275601009 ,Turkish (NMO),2084,1,5 - Other White,1
978011000000101 ,White: Polish - Scotland ethnic category 2011 census,1979,1,5 - Other White,1
93981000000100 ,Kosovan - ethnic category 2001 census,1781,1,5 - Other White,1
92791000000109 ,Cypriot (part not stated) - ethnic category 2001 census,1748,1,5 - Other White,1
94011000000105 ,Other republics which made up the former Yugoslavia - ethnic category 2001 census,1534,1,5 - Other White,1
275599007 ,Greek (NMO),1387,1,5 - Other White,1
94001000000108 ,Croatian - ethnic category 2001 census,1372,1,5 - Other White,1
93951000000106 ,Turkish Cypriot - ethnic category 2001 census,1241,1,5 - Other White,1
88981000000108 ,Serbian - ethnic category 2001 census,1238,1,5 - Other White,1
978031000000109 ,White: any other White ethnic group - Scotland ethnic category 2011 census,905,1,5 - Other White,1
270467002 ,Turkish/Turkish Cypriot (NMO),892,1,5 - Other White,1
93991000000103 ,Bosnian - ethnic category 2001 census,756,1,5 - Other White,1
94081000000103 ,Israeli - ethnic category 2001 census,467,1,5 - Other White,1
186036009 ,New Zealand European,460,1,5 - Other White,1
270466006 ,Greek/Greek Cypriot (NMO),456,1,5 - Other White,1
275600005 ,Greek Cypriot (NMO),371,1,5 - Other White,1
275602002 ,Turkish Cypriot (NMO),188,1,5 - Other White,1
186037000 ,Other European in New Zealand,47,1,5 - Other White,1
92421000000102 ,White and Black Caribbean - ethnic category 2001 census,86509,1,6 - Mixed - White Caribbean,2
315634007 ,Black Caribbean and White,10983,1,6 - Mixed - White Caribbean,2
976711000000103 ,Mixed multiple ethnic groups: White and Black Caribbean - England and Wales ethnic category 2011 census,1995,1,6 - Mixed - White Caribbean,2
977391000000108 ,Mixed multiple ethnic groups: White and Black Caribbean - Northern Ireland ethnic category 2011 census,1576,1,6 - Mixed - White Caribbean,2
92431000000100 ,White and Black African - ethnic category 2001 census,80823,1,7 - Mixed - White African,2
315635008 ,Black African and White,7154,1,7 - Mixed - White African,2
110771000000104 ,Black and White - ethnic category 2001 census,2535,1,7 - Mixed - White African,2
976731000000106 ,Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census,1020,1,7 - Mixed - White African,2
977411000000108 ,Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census,882,1,7 - Mixed - White African,2
92441000000109 ,White and Asian - ethnic category 2001 census,83655,1,8- Mixed - White Asian,2
186021006 ,"Other ethnic, Asian/White origin",10629,1,8- Mixed - White Asian,2
92601000000109 ,Chinese and White - ethnic category 2001 census,2085,1,8- Mixed - White Asian,2
976751000000104 ,Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census,1456,1,8- Mixed - White Asian,2
977431000000100 ,Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census,1177,1,8- Mixed - White Asian,2
92451000000107 ,Other Mixed background - ethnic category 2001 census,110963,1,9 - Mixed - Other,2
186019001 ,"Other ethnic, mixed origin",13040,1,9 - Mixed - Other,2
92621000000100 ,Other Mixed or Mixed unspecified - ethnic category 2001 census,6090,1,9 - Mixed - Other,2
186023009 ,"Other ethnic, other mixed origin",3811,1,9 - Mixed - Other,2
315239007 ,Mixed ethnic census group,8125,1,9 - Mixed - Other,2
186022004 ,"Other ethnic, mixed white origin",2796,1,9 - Mixed - Other,2
92721000000106 ,Mixed Black - ethnic category 2001 census,2188,1,9 - Mixed - Other,2
185999009 ,Other Black - Black/White orig,1785,1,9 - Mixed - Other,2
976771000000108 ,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census,1190,1,9 - Mixed - Other,2
92581000000100 ,Black and Asian - ethnic category 2001 census,1056,1,9 - Mixed - Other,2
186020007 ,"Other ethnic, Black/White origin",967,1,9 - Mixed - Other,2
186000006 ,Other Black - Black/Asian orig,533,1,9 - Mixed - Other,2
977551000000106 ,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census,254,1,9 - Mixed - Other,2
92591000000103 ,Black and Chinese - ethnic category 2001 census,103,1,9 - Mixed - Other,2
413466005 ,Afro-Caucasian,81,1,9 - Mixed - Other,2
978051000000102 ,Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census,41,1,9 - Mixed - Other,2
162730000 ,On examination - ethnic group,14027,1,remove,
89031000000104 ,Muslim - ethnic category 2001 census,6556,1,remove,
94141000000107 ,Sikh - ethnic category 2001 census,3035,1,remove,
110831000000107 ,Hindu - ethnic category 2001 census,3024,1,remove,
88991000000105 ,Jewish - ethnic category 2001 census,1824,1,remove,
162731001 ,On examination - Europeanoid,482,1,remove,
94131000000103 ,Buddhist - ethnic category 2001 census,250,1,remove,
443225003 ,Ethnicity of caregiver,109,1,remove,
162732008 ,On examination - Negroid,10,1,remove,
268914005 ,On examination - Mongoloid origin,5,1,remove,
728721000000100 ,Carer from Black and minority ethnic group,5,1,remove,
162734009 ,On examination - Australoid,4,1,remove,
